CODES,DATES,CLOSE
000300.SH,2020/09/08,4694.3894
000300.SH,2020/09/09,4584.5887
000300.SH,2020/09/10,4581.9775
000300.SH,2020/09/11,4627.2826
000300.SH,2020/09/14,4651.0507
000300.SH,2020/09/15,4688.4826
000300.SH,2020/09/16,4657.3584
000300.SH,2020/09/17,4632.7142
000300.SH,2020/09/18,4737.0887
000300.SH,2020/09/21,4691.4281
000300.SH,2020/09/22,4635.7608
000300.SH,2020/09/23,4652.3273
000300.SH,2020/09/24,4563.0657
000300.SH,2020/09/25,4570.0216
000300.SH,2020/09/28,4581.9085
000300.SH,2020/09/29,4591.7993
000300.SH,2020/09/30,4587.3953
000300.SH,2020/10/09,4681.1412
000300.SH,2020/10/12,4823.1578
000300.SH,2020/10/13,4839.201
000300.SH,2020/10/14,4807.1021
000300.SH,2020/10/15,4798.7361
000300.SH,2020/10/16,4791.676
000300.SH,2020/10/19,4755.4879
000300.SH,2020/10/20,4793.4672
000300.SH,2020/10/21,4792.8284
000300.SH,2020/10/22,4777.9845
000300.SH,2020/10/23,4718.4881
000300.SH,2020/10/26,4691.2359
000300.SH,2020/10/27,4699.2792
000300.SH,2020/10/28,4737.2718
000300.SH,2020/10/29,4772.9198
000300.SH,2020/10/30,4695.3338
000300.SH,2020/11/02,4720.8313
000300.SH,2020/11/03,4777.5608
000300.SH,2020/11/04,4813.6564
000300.SH,2020/11/05,4885.1118
000300.SH,2020/11/06,4885.7178
000300.SH,2020/11/09,4981.3497
000300.SH,2020/11/10,4953.8756
000300.SH,2020/11/11,4904.8981
000300.SH,2020/11/12,4908.463
000300.SH,2020/11/13,4856.8513
000300.SH,2020/11/16,4904.1716
000300.SH,2020/11/17,4894.786
000300.SH,2020/11/18,4891.6716
000300.SH,2020/11/19,4927.9891
000300.SH,2020/11/20,4943.2882
000300.SH,2020/11/23,5005.0273
000300.SH,2020/11/24,4974.2855
000300.SH,2020/11/25,4910.7
000300.SH,2020/11/26,4919.5912
000300.SH,2020/11/27,4980.765
000300.SH,2020/11/30,4960.2519
000300.SH,2020/12/01,5067.0983
000300.SH,2020/12/02,5067.1447
000300.SH,2020/12/03,5057.0603
000300.SH,2020/12/04,5065.9163
000300.SH,2020/12/07,5022.2351
000300.SH,2020/12/08,5009.8786
000300.SH,2020/12/09,4942.6986
000300.SH,2020/12/10,4940.5249
000300.SH,2020/12/11,4889.6292
000300.SH,2020/12/14,4934.8352
000300.SH,2020/12/15,4945.1
000300.SH,2020/12/16,4953.867
000300.SH,2020/12/17,5017.4784
000300.SH,2020/12/18,4999.9678
000300.SH,2020/12/21,5046.8396
000300.SH,2020/12/22,4964.7727
000300.SH,2020/12/23,5007.1235
000300.SH,2020/12/24,5000.0154
000300.SH,2020/12/25,5042.0137
000300.SH,2020/12/28,5064.4147
000300.SH,2020/12/29,5042.9361
000300.SH,2020/12/30,5113.7105
000300.SH,2020/12/31,5211.2885
000300.SH,2021/01/04,5267.7181
000300.SH,2021/01/05,5368.5049
000300.SH,2021/01/06,5417.6677
000300.SH,2021/01/07,5513.6568
000300.SH,2021/01/08,5495.4306
000300.SH,2021/01/11,5441.1583
000300.SH,2021/01/12,5596.3525
000300.SH,2021/01/13,5577.9711
000300.SH,2021/01/14,5470.4563
000300.SH,2021/01/15,5458.0812
000300.SH,2021/01/18,5518.5205
000300.SH,2021/01/19,5437.5234
000300.SH,2021/01/20,5476.4336
000300.SH,2021/01/21,5564.9693
000300.SH,2021/01/22,5569.776
000300.SH,2021/01/25,5625.9232
000300.SH,2021/01/26,5512.9678
000300.SH,2021/01/27,5528.0034
000300.SH,2021/01/28,5377.1427
000300.SH,2021/01/29,5351.9646
000300.SH,2021/02/01,5417.6484
000300.SH,2021/02/02,5501.0915
000300.SH,2021/02/03,5485.2008
000300.SH,2021/02/04,5473.9475
000300.SH,2021/02/05,5483.414
000300.SH,2021/02/08,5564.5618
000300.SH,2021/02/09,5686.2502
000300.SH,2021/02/10,5807.7191
000300.SH,2021/02/18,5768.3814
000300.SH,2021/02/19,5778.842
000300.SH,2021/02/22,5597.3327
000300.SH,2021/02/23,5579.6681
000300.SH,2021/02/24,5437.5683
000300.SH,2021/02/25,5469.5584
000300.SH,2021/02/26,5336.7609
000300.SH,2021/03/01,5418.7837
000300.SH,2021/03/02,5349.6301
000300.SH,2021/03/03,5452.2125
000300.SH,2021/03/04,5280.7058
000300.SH,2021/03/05,5262.7958
000300.SH,2021/03/08,5080.0246
000300.SH,2021/03/09,4970.9994
000300.SH,2021/03/10,5003.6121
000300.SH,2021/03/11,5128.2156
000300.SH,2021/03/12,5146.3786
000300.SH,2021/03/15,5035.5441
000300.SH,2021/03/16,5079.3624
000300.SH,2021/03/17,5100.8581
000300.SH,2021/03/18,5141.7681
000300.SH,2021/03/19,5007.0907
000300.SH,2021/03/22,5057.152
000300.SH,2021/03/23,5009.2459
000300.SH,2021/03/24,4928.6853
000300.SH,2021/03/25,4926.3469
000300.SH,2021/03/26,5037.9899
000300.SH,2021/03/29,5046.8773
000300.SH,2021/03/30,5094.7291
000300.SH,2021/03/31,5048.3607
000300.SH,2021/04/01,5110.7768
000300.SH,2021/04/02,5161.5569
000300.SH,2021/04/06,5140.3418
000300.SH,2021/04/07,5103.7428
000300.SH,2021/04/08,5112.2086
000300.SH,2021/04/09,5035.3374
000300.SH,2021/04/12,4947.7459
000300.SH,2021/04/13,4939.6438
000300.SH,2021/04/14,4980.6279
000300.SH,2021/04/15,4948.9741
000300.SH,2021/04/16,4966.1811
000300.SH,2021/04/19,5087.0165
000300.SH,2021/04/20,5083.3654
000300.SH,2021/04/21,5098.7449
000300.SH,2021/04/22,5089.2435
000300.SH,2021/04/23,5135.4534
000300.SH,2021/04/26,5077.2372
000300.SH,2021/04/27,5090.5195
000300.SH,2021/04/28,5119.2421
000300.SH,2021/04/29,5164.1692
000300.SH,2021/04/30,5123.489
000300.SH,2021/05/06,5061.1244
000300.SH,2021/05/07,4996.0527
000300.SH,2021/05/10,4992.422
000300.SH,2021/05/11,5023.0595
000300.SH,2021/05/12,5044.5481
000300.SH,2021/05/13,4992.9738
000300.SH,2021/05/14,5110.5901
000300.SH,2021/05/17,5184.9853
000300.SH,2021/05/18,5187.6013
000300.SH,2021/05/19,5172.272
000300.SH,2021/05/20,5186.412
000300.SH,2021/05/21,5134.1483
000300.SH,2021/05/24,5155.5875
000300.SH,2021/05/25,5318.478
000300.SH,2021/05/26,5320.5927
000300.SH,2021/05/27,5338.2329
000300.SH,2021/05/28,5321.0886
000300.SH,2021/05/31,5331.5696
000300.SH,2021/06/01,5341.6798
000300.SH,2021/06/02,5289.9736
000300.SH,2021/06/03,5255.2855
000300.SH,2021/06/04,5282.2772
000300.SH,2021/06/07,5277.6271
000300.SH,2021/06/08,5232.1165
000300.SH,2021/06/09,5236.4493
000300.SH,2021/06/10,5271.4661
000300.SH,2021/06/11,5224.703
000300.SH,2021/06/15,5166.5597
000300.SH,2021/06/16,5080.4909
000300.SH,2021/06/17,5101.8924
000300.SH,2021/06/18,5102.4657
000300.SH,2021/06/21,5090.3854
000300.SH,2021/06/22,5122.1583
000300.SH,2021/06/23,5147.3938
000300.SH,2021/06/24,5155.9738
000300.SH,2021/06/25,5239.9684
000300.SH,2021/06/28,5251.7604
000300.SH,2021/06/29,5190.5445
000300.SH,2021/06/30,5224.041
000300.SH,2021/07/01,5229.6642
000300.SH,2021/07/02,5081.1172
000300.SH,2021/07/05,5085.7924
000300.SH,2021/07/06,5083.1043
000300.SH,2021/07/07,5140.4899
000300.SH,2021/07/08,5088.2566
000300.SH,2021/07/09,5069.4361
000300.SH,2021/07/12,5132.7088
000300.SH,2021/07/13,5142.0991
000300.SH,2021/07/14,5083.0849
000300.SH,2021/07/15,5151.4626
000300.SH,2021/07/16,5094.7727
000300.SH,2021/07/19,5113.4945
000300.SH,2021/07/20,5108.9941
000300.SH,2021/07/21,5144.0428
000300.SH,2021/07/22,5151.7517
000300.SH,2021/07/23,5089.2282
000300.SH,2021/07/26,4925.299
000300.SH,2021/07/27,4751.313
000300.SH,2021/07/28,4760.4826
000300.SH,2021/07/29,4850.2746
000300.SH,2021/07/30,4811.1695
000300.SH,2021/08/02,4933.736
000300.SH,2021/08/03,4934.4583
000300.SH,2021/08/04,4978.8479
000300.SH,2021/08/05,4948.6703
000300.SH,2021/08/06,4921.5647
000300.SH,2021/08/09,4985.5627
000300.SH,2021/08/10,5043.148
000300.SH,2021/08/11,5015.3406
000300.SH,2021/08/12,4973.3509
000300.SH,2021/08/13,4945.9829
000300.SH,2021/08/16,4941.0676
000300.SH,2021/08/17,4837.4034
000300.SH,2021/08/18,4894.2384
000300.SH,2021/08/19,4862.1394
000300.SH,2021/08/20,4769.2678
000300.SH,2021/08/23,4835.8782
000300.SH,2021/08/24,4888.3902
000300.SH,2021/08/25,4898.1572
000300.SH,2021/08/26,4801.6094
000300.SH,2021/08/27,4827.0433
000300.SH,2021/08/30,4813.2703
000300.SH,2021/08/31,4805.6099
000300.SH,2021/09/01,4869.4587
000300.SH,2021/09/02,4869.4113
000300.SH,2021/09/03,4843.0624
000300.SH,2021/09/06,4933.7262
000300.SH,2021/09/07,4992.8294
000300.SH,2021/09/08,4972.1324
000300.SH,2021/09/09,4970.0133
000300.SH,2021/09/10,5013.5219
000300.SH,2021/09/13,4991.6598
000300.SH,2021/09/14,4917.1617
000300.SH,2021/09/15,4867.3187
000300.SH,2021/09/16,4807.6978
000300.SH,2021/09/17,4855.9402
000300.SH,2021/09/22,4821.7675
000300.SH,2021/09/23,4853.1957
000300.SH,2021/09/24,4849.4277
000300.SH,2021/09/27,4877.3698
000300.SH,2021/09/28,4883.828
000300.SH,2021/09/29,4833.9281
000300.SH,2021/09/30,4866.3826
000300.SH,2021/10/08,4929.9409
000300.SH,2021/10/11,4936.1918
000300.SH,2021/10/12,4883.8369
000300.SH,2021/10/13,4940.1089
000300.SH,2021/10/14,4913.6123
000300.SH,2021/10/15,4932.1084
000300.SH,2021/10/18,4874.7753
000300.SH,2021/10/19,4922.7232
000300.SH,2021/10/20,4910.1846
000300.SH,2021/10/21,4928.0156
000300.SH,2021/10/22,4959.7254
000300.SH,2021/10/25,4979.5235
000300.SH,2021/10/26,4963.0984
000300.SH,2021/10/27,4898.1644
000300.SH,2021/10/28,4864.138
000300.SH,2021/10/29,4908.7701
000300.SH,2021/11/01,4890.6851
000300.SH,2021/11/02,4839.8457
000300.SH,2021/11/03,4821.1119
000300.SH,2021/11/04,4868.7419
000300.SH,2021/11/05,4842.3458
000300.SH,2021/11/08,4848.1795
000300.SH,2021/11/09,4846.7444
000300.SH,2021/11/10,4821.1925
000300.SH,2021/11/11,4898.6529
000300.SH,2021/11/12,4888.3749
000300.SH,2021/11/15,4882.3777
000300.SH,2021/11/16,4883.3206
000300.SH,2021/11/17,4885.7544
000300.SH,2021/11/18,4837.6185
000300.SH,2021/11/19,4890.0575
000300.SH,2021/11/22,4912.399
000300.SH,2021/11/23,4913.3457
000300.SH,2021/11/24,4916.6579
000300.SH,2021/11/25,4896.4416
000300.SH,2021/11/26,4860.1265
000300.SH,2021/11/29,4851.423
000300.SH,2021/11/30,4832.026
000300.SH,2021/12/01,4843.851
000300.SH,2021/12/02,4856.163
000300.SH,2021/12/03,4901.0175
000300.SH,2021/12/06,4892.6209
000300.SH,2021/12/07,4922.1015
000300.SH,2021/12/08,4995.9298
000300.SH,2021/12/09,5078.6901
000300.SH,2021/12/10,5055.1172
000300.SH,2021/12/13,5083.8007
000300.SH,2021/12/14,5049.6953
000300.SH,2021/12/15,5005.8991
000300.SH,2021/12/16,5034.7321
000300.SH,2021/12/17,4954.7599
000300.SH,2021/12/20,4880.4178
000300.SH,2021/12/21,4913.4853
000300.SH,2021/12/22,4914.4544
000300.SH,2021/12/23,4948.7389
000300.SH,2021/12/24,4921.3449
000300.SH,2021/12/27,4919.3238
000300.SH,2021/12/28,4955.9644
000300.SH,2021/12/29,4883.4804
000300.SH,2021/12/30,4921.5109
000300.SH,2021/12/31,4940.3733
000300.SH,2022/01/04,4917.7653
000300.SH,2022/01/05,4868.1202
000300.SH,2022/01/06,4818.2318
000300.SH,2022/01/07,4822.3689
000300.SH,2022/01/10,4844.0451
000300.SH,2022/01/11,4797.7735
000300.SH,2022/01/12,4845.5787
000300.SH,2022/01/13,4765.9191
000300.SH,2022/01/14,4726.7317
000300.SH,2022/01/17,4767.2762
000300.SH,2022/01/18,4813.3472
000300.SH,2022/01/19,4780.3784
000300.SH,2022/01/20,4823.5091
000300.SH,2022/01/21,4779.3142
000300.SH,2022/01/24,4786.7377
000300.SH,2022/01/25,4678.4511
000300.SH,2022/01/26,4712.3109
000300.SH,2022/01/27,4619.8765
000300.SH,2022/01/28,4563.772
000300.SH,2022/02/07,4634.0899
000300.SH,2022/02/08,4608.7729
000300.SH,2022/02/09,4652.0609
000300.SH,2022/02/10,4639.8625
000300.SH,2022/02/11,4601.3953
000300.SH,2022/02/14,4551.6878
000300.SH,2022/02/15,4600.1025
000300.SH,2022/02/16,4617.9893
000300.SH,2022/02/17,4629.1649
000300.SH,2022/02/18,4651.2358
000300.SH,2022/02/21,4634.3141
000300.SH,2022/02/22,4574.1527
000300.SH,2022/02/23,4623.0465
000300.SH,2022/02/24,4529.3189
000300.SH,2022/02/25,4573.4247
000300.SH,2022/02/28,4581.6459
000300.SH,2022/03/01,4619.6862
000300.SH,2022/03/02,4578.6007
000300.SH,2022/03/03,4551.6283
000300.SH,2022/03/04,4496.4301
000300.SH,2022/03/07,4352.7775
000300.SH,2022/03/08,4265.391
000300.SH,2022/03/09,4226.3463
000300.SH,2022/03/10,4292.8374
000300.SH,2022/03/11,4306.5217
000300.SH,2022/03/14,4174.7577
000300.SH,2022/03/15,3983.812
000300.SH,2022/03/16,4156.081
000300.SH,2022/03/17,4237.6956
000300.SH,2022/03/18,4265.9017
000300.SH,2022/03/21,4258.7459
000300.SH,2022/03/22,4255.295
000300.SH,2022/03/23,4276.5174
000300.SH,2022/03/24,4251.3061
000300.SH,2022/03/25,4174.5742
000300.SH,2022/03/28,4148.4663
000300.SH,2022/03/29,4134.1441
000300.SH,2022/03/30,4254.0989
000300.SH,2022/03/31,4222.5968
000300.SH,2022/04/01,4276.158
000300.SH,2022/04/06,4263.8411
000300.SH,2022/04/07,4209.0998
000300.SH,2022/04/08,4230.7669
000300.SH,2022/04/11,4100.0703
000300.SH,2022/04/12,4179.9727
000300.SH,2022/04/13,4139.737
000300.SH,2022/04/14,4191.5684
000300.SH,2022/04/15,4188.7472
000300.SH,2022/04/18,4166.3844
000300.SH,2022/04/19,4134.9017
000300.SH,2022/04/20,4070.7889
000300.SH,2022/04/21,3995.83
000300.SH,2022/04/22,4013.2498
000300.SH,2022/04/25,3814.9127
000300.SH,2022/04/26,3784.1198
000300.SH,2022/04/27,3895.5361
000300.SH,2022/04/28,3921.1073
000300.SH,2022/04/29,4016.241
000300.SH,2022/05/05,4010.2102
000300.SH,2022/05/06,3908.815
000300.SH,2022/05/09,3877.4364
000300.SH,2022/05/10,3919.8684
000300.SH,2022/05/11,3976.4231
000300.SH,2022/05/12,3958.74
000300.SH,2022/05/13,3988.6002
000300.SH,2022/05/16,3956.5378
000300.SH,2022/05/17,4005.8934
000300.SH,2022/05/18,3991.9069
000300.SH,2022/05/19,3999.5984
000300.SH,2022/05/20,4077.5998
000300.SH,2022/05/23,4053.9823
000300.SH,2022/05/24,3959.1541
000300.SH,2022/05/25,3983.1784
000300.SH,2022/05/26,3993.0446
000300.SH,2022/05/27,4001.2988
000300.SH,2022/05/30,4029.0179
000300.SH,2022/05/31,4091.5176
000300.SH,2022/06/01,4083.1772
000300.SH,2022/06/02,4089.5682
000300.SH,2022/06/06,4166.085
000300.SH,2022/06/07,4179.1285
000300.SH,2022/06/08,4219.8122
000300.SH,2022/06/09,4175.6747
000300.SH,2022/06/10,4238.9936
000300.SH,2022/06/13,4189.3527
000300.SH,2022/06/14,4222.3114
000300.SH,2022/06/15,4278.2178
000300.SH,2022/06/16,4250.0614
000300.SH,2022/06/17,4309.0444
000300.SH,2022/06/20,4330.4328
000300.SH,2022/06/21,4325.5657
000300.SH,2022/06/22,4270.6227
000300.SH,2022/06/23,4343.8781
000300.SH,2022/06/24,4394.7723
000300.SH,2022/06/27,4444.2639
000300.SH,2022/06/28,4490.5166
000300.SH,2022/06/29,4421.357
000300.SH,2022/06/30,4485.0108
000300.SH,2022/07/01,4466.7179
000300.SH,2022/07/04,4496.0303
000300.SH,2022/07/05,4489.5383
000300.SH,2022/07/06,4423.9698
000300.SH,2022/07/07,4443.4736
000300.SH,2022/07/08,4428.781
000300.SH,2022/07/11,4354.6167
000300.SH,2022/07/12,4313.6184
000300.SH,2022/07/13,4321.4617
000300.SH,2022/07/14,4322.0742
000300.SH,2022/07/15,4248.5273
000300.SH,2022/07/18,4292.5858
000300.SH,2022/07/19,4269.3401
000300.SH,2022/07/20,4283.8027
000300.SH,2022/07/21,4236.0578
000300.SH,2022/07/22,4238.2341
000300.SH,2022/07/25,4212.6441
000300.SH,2022/07/26,4245.9758
000300.SH,2022/07/27,4225.0357
000300.SH,2022/07/28,4225.6733
000300.SH,2022/07/29,4170.1019
000300.SH,2022/08/01,4188.6784
000300.SH,2022/08/02,4107.024
000300.SH,2022/08/03,4066.9754
000300.SH,2022/08/04,4101.5367
000300.SH,2022/08/05,4156.9111
000300.SH,2022/08/08,4148.0746
000300.SH,2022/08/09,4156.2907
000300.SH,2022/08/10,4109.7373
000300.SH,2022/08/11,4193.5428
000300.SH,2022/08/12,4191.152
000300.SH,2022/08/15,4185.6794
000300.SH,2022/08/16,4177.837
000300.SH,2022/08/17,4216.9586
000300.SH,2022/08/18,4180.0996
000300.SH,2022/08/19,4151.0738
000300.SH,2022/08/22,4181.3965
000300.SH,2022/08/23,4161.0823
000300.SH,2022/08/24,4082.4195
000300.SH,2022/08/25,4116.2396
000300.SH,2022/08/26,4107.5455
000300.SH,2022/08/29,4089.5205
000300.SH,2022/08/30,4075.7937
000300.SH,2022/08/31,4078.8402
000300.SH,2022/09/01,4043.7395
000300.SH,2022/09/02,4023.6131
000300.SH,2022/09/05,4015.4264
000300.SH,2022/09/06,4052.2802
000300.SH,2022/09/07,4054.983
000300.SH,2022/09/08,4037.6839
000300.SH,2022/09/09,4093.7874
000300.SH,2022/09/13,4111.1145
000300.SH,2022/09/14,4065.359
000300.SH,2022/09/15,4027.1186
000300.SH,2022/09/16,3932.6826
000300.SH,2022/09/19,3928.0001
000300.SH,2022/09/20,3932.8361
000300.SH,2022/09/21,3903.7348
000300.SH,2022/09/22,3869.344
000300.SH,2022/09/23,3856.0212
000300.SH,2022/09/26,3836.6773
000300.SH,2022/09/27,3892.295
000300.SH,2022/09/28,3828.7098
000300.SH,2022/09/29,3827.1434
000300.SH,2022/09/30,3804.8853
000300.SH,2022/10/10,3720.9365
000300.SH,2022/10/11,3727.6867
000300.SH,2022/10/12,3784.3064
000300.SH,2022/10/13,3752.6729
000300.SH,2022/10/14,3842.4698
000300.SH,2022/10/17,3846.4119
000300.SH,2022/10/18,3838.2667
000300.SH,2022/10/19,3776.5335
000300.SH,2022/10/20,3754.9269
000300.SH,2022/10/21,3742.8929
000300.SH,2022/10/24,3633.3733
000300.SH,2022/10/25,3627.4542
000300.SH,2022/10/26,3656.9027
000300.SH,2022/10/27,3631.1448
000300.SH,2022/10/28,3541.3295
000300.SH,2022/10/31,3508.7034
000300.SH,2022/11/01,3634.1732
000300.SH,2022/11/02,3677.8051
000300.SH,2022/11/03,3647.8966
000300.SH,2022/11/04,3767.1746
000300.SH,2022/11/07,3775.2971
000300.SH,2022/11/08,3749.3251
000300.SH,2022/11/09,3714.2704
000300.SH,2022/11/10,3685.6885
000300.SH,2022/11/11,3788.4387
000300.SH,2022/11/14,3794.0171
000300.SH,2022/11/15,3865.9726
000300.SH,2022/11/16,3834.3899
000300.SH,2022/11/17,3818.664
000300.SH,2022/11/18,3801.5686
000300.SH,2022/11/21,3769.1269
000300.SH,2022/11/22,3769.5727
000300.SH,2022/11/23,3773.5287
000300.SH,2022/11/24,3756.8082
000300.SH,2022/11/25,3775.7764
000300.SH,2022/11/28,3733.2424
000300.SH,2022/11/29,3848.4224
000300.SH,2022/11/30,3853.0365
000300.SH,2022/12/01,3894.7687
000300.SH,2022/12/02,3870.9478
000300.SH,2022/12/05,3946.8759
000300.SH,2022/12/06,3968.1979
000300.SH,2022/12/07,3958.4409
000300.SH,2022/12/08,3959.1798
000300.SH,2022/12/09,3998.2442
000300.SH,2022/12/12,3953.4433
000300.SH,2022/12/13,3945.6813
000300.SH,2022/12/14,3954.8857
000300.SH,2022/12/15,3951.9885
000300.SH,2022/12/16,3954.227
000300.SH,2022/12/19,3893.2207
000300.SH,2022/12/20,3829.0173
000300.SH,2022/12/21,3830.5384
000300.SH,2022/12/22,3836.028
000300.SH,2022/12/23,3828.2188
000300.SH,2022/12/26,3843.4887
000300.SH,2022/12/27,3887.854
000300.SH,2022/12/28,3871.2644
000300.SH,2022/12/29,3856.7007
000300.SH,2022/12/30,3871.6338
000300.SH,2023/01/03,3887.8992
000300.SH,2023/01/04,3892.9477
000300.SH,2023/01/05,3968.5782
000300.SH,2023/01/06,3980.8888
000300.SH,2023/01/09,4013.1196
000300.SH,2023/01/10,4017.4737
000300.SH,2023/01/11,4010.0309
000300.SH,2023/01/12,4017.8692
000300.SH,2023/01/13,4074.3772
000300.SH,2023/01/16,4137.9643
000300.SH,2023/01/17,4137.2422
000300.SH,2023/01/18,4130.3143
000300.SH,2023/01/19,4156.0077
000300.SH,2023/01/20,4181.5267
000300.SH,2023/01/30,4201.345
000300.SH,2023/01/31,4156.8578
000300.SH,2023/02/01,4195.9332
000300.SH,2023/02/02,4181.1493
000300.SH,2023/02/03,4141.6319
000300.SH,2023/02/06,4086.8779
000300.SH,2023/02/07,4094.2335
000300.SH,2023/02/08,4076.1411
000300.SH,2023/02/09,4130.8565
000300.SH,2023/02/10,4106.3097
000300.SH,2023/02/13,4143.574
000300.SH,2023/02/14,4145.2902
000300.SH,2023/02/15,4123.6893
000300.SH,2023/02/16,4093.4876
000300.SH,2023/02/17,4034.507
000300.SH,2023/02/20,4133.4896
000300.SH,2023/02/21,4144.3536
000300.SH,2023/02/22,4106.9506
000300.SH,2023/02/23,4103.6463
000300.SH,2023/02/24,4061.0457
000300.SH,2023/02/27,4043.8444
000300.SH,2023/02/28,4069.4587
000300.SH,2023/03/01,4126.9415
000300.SH,2023/03/02,4117.7377
000300.SH,2023/03/03,4130.5513
000300.SH,2023/03/06,4109.0102
000300.SH,2023/03/07,4048.8519
000300.SH,2023/03/08,4034.1077
000300.SH,2023/03/09,4019.8505
000300.SH,2023/03/10,3967.1352
000300.SH,2023/03/13,4008.686
000300.SH,2023/03/14,3984.6956
000300.SH,2023/03/15,3986.902
000300.SH,2023/03/16,3939.1505
000300.SH,2023/03/17,3958.8194
000300.SH,2023/03/20,3939.077
000300.SH,2023/03/21,3982.3782
000300.SH,2023/03/22,3999.4427
000300.SH,2023/03/23,4039.0895
000300.SH,2023/03/24,4027.0457
000300.SH,2023/03/27,4012.4771
000300.SH,2023/03/28,3999.5147
000300.SH,2023/03/29,4006.144
000300.SH,2023/03/30,4038.5257
000300.SH,2023/03/31,4050.9257
000300.SH,2023/04/03,4090.5676
000300.SH,2023/04/04,4103.1052
000300.SH,2023/04/06,4096.64
000300.SH,2023/04/07,4123.2799
000300.SH,2023/04/10,4104.8118
000300.SH,2023/04/11,4100.1479
000300.SH,2023/04/12,4097.2876
000300.SH,2023/04/13,4068.9786
000300.SH,2023/04/14,4091.9988
000300.SH,2023/04/17,4149.3836
000300.SH,2023/04/18,4162.032
000300.SH,2023/04/19,4124.5589
000300.SH,2023/04/20,4113.0192
000300.SH,2023/04/21,4032.5672
000300.SH,2023/04/24,3982.6429
000300.SH,2023/04/25,3962.6658
000300.SH,2023/04/26,3959.2323
000300.SH,2023/04/27,3988.4185
000300.SH,2023/04/28,4029.0858
000300.SH,2023/05/04,4030.2471
000300.SH,2023/05/05,4016.8774
000300.SH,2023/05/08,4062.6624
000300.SH,2023/05/09,4027.8754
000300.SH,2023/05/10,3996.8695
000300.SH,2023/05/11,3990.6637
000300.SH,2023/05/12,3937.7622
000300.SH,2023/05/15,3998.8872
000300.SH,2023/05/16,3978.2054
000300.SH,2023/05/17,3960.165
000300.SH,2023/05/18,3956.0701
000300.SH,2023/05/19,3944.5403
000300.SH,2023/05/22,3969.3277
000300.SH,2023/05/23,3913.1882
000300.SH,2023/05/24,3859.0935
000300.SH,2023/05/25,3850.4996
000300.SH,2023/05/26,3850.9511
000300.SH,2023/05/29,3833.9416
000300.SH,2023/05/30,3837.7531
000300.SH,2023/05/31,3798.5434
000300.SH,2023/06/01,3806.8679
000300.SH,2023/06/02,3861.8337
000300.SH,2023/06/05,3844.2492
000300.SH,2023/06/06,3808.1629
000300.SH,2023/06/07,3789.3418
000300.SH,2023/06/08,3820.1867
000300.SH,2023/06/09,3836.7026
000300.SH,2023/06/12,3844.4324
000300.SH,2023/06/13,3864.9074
000300.SH,2023/06/14,3864.0247
000300.SH,2023/06/15,3925.4994
000300.SH,2023/06/16,3963.3509
000300.SH,2023/06/19,3930.9079
000300.SH,2023/06/20,3924.2377
000300.SH,2023/06/21,3864.0323
000300.SH,2023/06/26,3809.6962
000300.SH,2023/06/27,3845.4334
000300.SH,2023/06/28,3840.7986
000300.SH,2023/06/29,3821.8435
000300.SH,2023/06/30,3842.4516
000300.SH,2023/07/03,3892.8821
000300.SH,2023/07/04,3899.0133
000300.SH,2023/07/05,3868.8054
000300.SH,2023/07/06,3842.7547
000300.SH,2023/07/07,3825.6988
000300.SH,2023/07/10,3844.3269
000300.SH,2023/07/11,3869.4861
000300.SH,2023/07/12,3843.4369
000300.SH,2023/07/13,3898.4229
000300.SH,2023/07/14,3899.1027
000300.SH,2023/07/17,3867.1749
000300.SH,2023/07/18,3854.9393
000300.SH,2023/07/19,3850.8663
000300.SH,2023/07/20,3823.6946
000300.SH,2023/07/21,3821.91
000300.SH,2023/07/24,3805.221
000300.SH,2023/07/25,3915.1153
000300.SH,2023/07/26,3907.0128
000300.SH,2023/07/27,3902.3458
000300.SH,2023/07/28,3992.7376
000300.SH,2023/07/31,4014.6301
000300.SH,2023/08/01,3998.001
000300.SH,2023/08/02,3969.895
000300.SH,2023/08/03,4004.9839
000300.SH,2023/08/04,4020.5792
000300.SH,2023/08/07,3990.1531
000300.SH,2023/08/08,3979.7322
000300.SH,2023/08/09,3967.5652
000300.SH,2023/08/10,3975.7166
000300.SH,2023/08/11,3884.2538
000300.SH,2023/08/14,3855.9061
000300.SH,2023/08/15,3846.5357
000300.SH,2023/08/16,3818.3338
000300.SH,2023/08/17,3831.1008
000300.SH,2023/08/18,3784.0038
000300.SH,2023/08/21,3729.555
000300.SH,2023/08/22,3758.2271
000300.SH,2023/08/23,3696.6339
000300.SH,2023/08/24,3723.4293
000300.SH,2023/08/25,3709.1517
000300.SH,2023/08/28,3752.6194
000300.SH,2023/08/29,3790.1067
000300.SH,2023/08/30,3788.5097
000300.SH,2023/08/31,3765.2678
000300.SH,2023/09/01,3791.4912
000300.SH,2023/09/04,3848.9517
000300.SH,2023/09/05,3820.3174
000300.SH,2023/09/06,3812.0283
000300.SH,2023/09/07,3758.4748
000300.SH,2023/09/08,3739.9927
000300.SH,2023/09/11,3767.537
000300.SH,2023/09/12,3760.6048
000300.SH,2023/09/13,3736.6513
000300.SH,2023/09/14,3733.5077
000300.SH,2023/09/15,3708.7766
000300.SH,2023/09/18,3727.711
000300.SH,2023/09/19,3720.5021
000300.SH,2023/09/20,3705.6898
000300.SH,2023/09/21,3672.4448
